年月,房屋類型,地址,屋齡(年),格局,出售樓層/ 總樓層,建物坪數,土地坪數,車位坪數,每坪單價,成交總價
10412(實價),純土地,溪厝段91~120地號,--,0房/0廳/0衛,0 /共0層,--,200.61,--,4萬,800萬
10412(實價),純土地,何庄段541~570地號,--,0房/0廳/0衛,0 /共0層,--,20.36,--,17萬,346萬
10412(實價),住宅大樓,嘉義市嘉義市南京路15巷1~30號,21.3,3房/2廳/2衛,10 /共12層,41.94,6.11,--,7.6萬,320萬
10412(實價),住宅大樓,嘉義市嘉義市彌陀路241~270號,23.6,3房/2廳/2衛,7 /共12層,43.12,6.71,--,6.5萬,280萬
10412(實價),華廈,嘉義市嘉義市國聖四街31~60號,18.4,3房/2廳/2衛,4 /共9層,45.47,7.76,--,7.1萬,325萬
10412(實價),透天厝,嘉義市嘉義市泰瑞一街61~90號,20.3,4房/1廳/3衛,1 /共4層,62.34,28.44,--,12.5萬,778萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.57,10.57,--,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.07,10.48,--,6萬,335萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.39,10.54,--,6萬,337萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.39,10.54,--,6萬,337萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.12,13.96,--,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.12,13.96,--,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.03,13.94,--,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.03,13.94,--,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.15,13.97,--,5.4萬,318萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59,13.93,--,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.03,13.94,--,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.1,3房/1廳/2衛,1 /共14層,62.44,13.94,--,5.6萬,346萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.1,3房/1廳/2衛,1 /共14層,62.43,13.93,--,5.6萬,346萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.1,3房/1廳/2衛,1 /共14層,62.43,13.93,--,5.6萬,346萬
10412(實價),華廈(含車位),嘉義市嘉義市臺林街31~60號,25.2,3房/2廳/2衛,1 /共7層,38.57,8.01,--,9.1萬,350萬
10412(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,38.12,--,20.2萬,770萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市德福街1~30號,21.1,3房/2廳/2衛,7 /共11層,39.65,6.03,--,8.3萬,330萬
10412(實價),華廈,嘉義市嘉義市光彩街91~120號,25.8,3房/2廳/2衛,3 /共6層,65.6,11.72,--,7.6萬,500萬
10412(實價),公寓,嘉義市嘉義市東洋新?331~360號,30.1,3房/2廳/1衛,2 /共5層,24.17,6.3,--,9.1萬,220萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.85,10.06,--,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,12 /共12層,56.66,9.98,--,5.9萬,336萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.85,10.06,--,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,2 /共12層,56.66,9.98,--,5.9萬,336萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.85,10.06,--,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,12 /共12層,56.66,9.98,--,5.9萬,336萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.82,10.05,--,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.82,10.05,--,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,2 /共12層,56.66,9.98,--,5.9萬,336萬
10412(實價),透天厝,嘉義市嘉義市國安二街1~30號,0.1,5房/2廳/5衛,1 /共4層,87.42,43.26,--,21.5萬,1880萬
10412(實價),住宅大樓,嘉義市嘉義市永安街361~390號,11.2,3房/1廳/2衛,1 /共12層,56.82,10.05,--,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街361~390號,11.2,3房/1廳/2衛,1 /共12層,56.82,10.05,--,6萬,338萬
10412(實價),透天厝,嘉義市嘉義市竹子腳1~30號,24.9,6房/3廳/5衛,1 /共4層,84.06,46.47,--,7.9萬,660萬
10412(實價),透天厝,嘉義市嘉義市松江三街91~120號,0.1,4房/2廳/3衛,1 /共4層,56.78,23.29,--,21.1萬,1200萬
10412(實價),住宅大樓,嘉義市嘉義市德安路1~30號,21.4,2房/1廳/1衛,6 /共14層,29.57,2.4,--,10.3萬,305萬
10412(實價),透天厝,嘉義市嘉義市蘭州五街1~30號,30.1,5房/2廳/3衛,1 /共2層,33.77,25.41,--,25.5萬,860萬
10412(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,18.76,--,10萬,188萬
10412(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,25.11,--,8萬,200萬
10412(實價),透天厝(含車位),嘉義市嘉義市永樂二街121~150號,0.8,6房/2廳/5衛,1 /共4層,123.05,59.29,11.34,24萬,2950萬
10412(實價),純土地,末廣段四小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,12.71,--,9.4萬,120萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市新榮路35巷1~30號,11.2,4房/2廳/2衛,3 /共14層,62.64,10.76,--,9.3萬,585萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市新榮路35巷1~30號,11.2,3房/2廳/2衛,6 /共14層,63.61,10.93,--,8.6萬,550萬
10412(實價),套房,嘉義市嘉義市東洋新?121~150號,26.6,1房/1廳/1衛,2 /共5層,13.11,3.72,--,8.8萬,115萬
10412(實價),套房,嘉義市嘉義市盧厝里東洋新?601~630號,31.1,1房/1廳/1衛,4 /共6層,12.71,2.69,--,7.9萬,100萬
10412(實價),純土地,新富段八小段1~30地號,--,0房/0廳/0衛,0 /共0層,--,135.04,--,55萬,7427萬
10412(實價),純土地,下路頭段481~510地號,--,0房/0廳/0衛,0 /共0層,--,68.67,--,0.4萬,27萬
10412(實價),透天厝,嘉義市嘉義市吳鳳北路211~240號,25.5,6房/4廳/3衛,1 /共5層,91.28,15.13,--,15.9萬,1450萬
10412(實價),公寓,嘉義市嘉義市太平里10鄰民權路112巷1~30號,36.7,3房/2廳/1衛,2 /共5層,24.94,7.6,--,7.2萬,180萬
10412(實價),透天厝,嘉義市嘉義市新建街75巷1~30號,34,4房/2廳/3衛,1 /共3層,48.51,22.08,--,9萬,438萬
10412(實價),華廈,嘉義市嘉義市興村街31~60號,32.2,2房/2廳/2衛,1 /共8層,47.71,8.34,--,7.5萬,360萬
10412(實價),純土地,民族段三小段1~30地號,--,0房/0廳/0衛,0 /共0層,--,11.19,--,50萬,559萬
10412(實價),住宅大樓,嘉義市嘉義市彌陀路151~180號,19.8,4房/1廳/1衛,4 /共20層,29.55,2.3,--,9.1萬,270萬
10412(實價),透天厝,嘉義市嘉義市保愛二街31~60號,0.5,4房/1廳/4衛,1 /共3層,59.39,29.34,--,16.8萬,1000萬
10412(實價),透天厝,嘉義市嘉義市保愛二街31~60號,0.5,3房/3廳/4衛,1 /共3層,54.79,33.68,--,13.7萬,750萬
10412(實價),透天厝,嘉義市嘉義市保愛二街31~60號,0.5,4房/2廳/4衛,1 /共3層,57.58,37,--,14.7萬,845萬
10412(實價),透天厝,嘉義市嘉義市保愛二街31~60號,0.5,3房/3廳/4衛,1 /共4層,100.77,85.21,--,15.1萬,1520萬
10412(實價),透天厝,嘉義市嘉義市保愛二街31~60號,0.5,3房/3廳/4衛,1 /共3層,53.95,36.7,--,16.3萬,880萬
10412(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,22.6,2房/2廳/2衛,14 /共15層,33.16,5.48,--,9.3萬,310萬
10412(實價),純土地,同興段31~60地號,--,0房/0廳/0衛,0 /共0層,--,6676.18,--,5.1萬,33748萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市新榮路35巷1~30號,11.2,4房/2廳/2衛,9 /共14層,64.28,10.82,--,8.2萬,530萬
10412(實價),透天厝,嘉義市嘉義市彌陀路241巷1~30號,39.8,4房/2廳/2衛,1 /共3層,27.79,19.06,--,9.3萬,259萬
10412(實價),透天厝,嘉義市嘉義市永樂二街91~120號,10.7,5房/2廳/3衛,1 /共3層,53.17,25.41,--,19.7萬,1050萬
10412(實價),透天厝,嘉義市嘉義市保愛二街31~60號,0.5,6房/1廳/6衛,1 /共3層,58.14,26.62,--,20.3萬,1180萬
10412(實價),透天厝,嘉義市嘉義市民生南路91~120號,54.3,2房/2廳/2衛,1 /共2層,8.43,5.93,--,7.1萬,60萬
10412(實價),透天厝,嘉義市嘉義市吳鳳南路121~150號,48.5,4房/2廳/3衛,1 /共2層,24.8,19.36,--,32.3萬,800萬
10412(實價),純土地,埤子頭段391~420地號,--,0房/0廳/0衛,0 /共0層,--,29.34,--,19.9萬,585萬
10412(實價),公寓,嘉義市嘉義市垂楊路862巷1~30號,34.9,3房/2廳/2衛,1 /共4層,30.83,6.76,--,13.6萬,420萬
10412(實價),透天厝,嘉義市嘉義市光正街12巷31~60號,32.3,3房/1廳/2衛,1 /共2層,34.13,29.04,--,8.8萬,300萬
10412(實價),透天厝,嘉義市嘉義市光正街12巷31~60號,32.3,3房/1廳/2衛,1 /共2層,34.13,28.74,--,8.8萬,300萬
10412(實價),透天厝,嘉義市嘉義市長安街121~150號,71.4,1房/1廳/1衛,1 /共1層,9.35,15.13,--,10.7萬,100萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,7 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市世賢路三段151~180號,22.2,3房/1廳/2衛,11 /共12層,39.69,4.05,--,8.8萬,350萬
10412(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,4.84,--,6.2萬,30萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,10 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,14 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,14 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,4 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街31~60號,11.1,3房/1廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街31~60號,11.1,3房/1廳/2衛,4 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街31~60號,11.1,3房/1廳/2衛,5 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街31~60號,11.1,3房/1廳/2衛,14 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街31~60號,11.1,3房/1廳/2衛,11 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.1,3房/1廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.1,3房/1廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,14 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市興業西路151~180號,11.1,3房/1廳/2衛,11 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市興業西路181~210號,11.1,3房/1廳/2衛,12 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.14,10.33,--,5.4萬,302萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,11.1,3房/1廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/2廳/2衛,1 /共14層,55.95,10.33,--,5.4萬,301萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市興業西路181~210號,11.1,3房/2廳/2衛,11 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市興業西路181~210號,11.1,3房/1廳/2衛,12 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市興業西路181~210號,11.1,3房/1廳/2衛,13 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市興業西路181~210號,11.1,3房/1廳/2衛,10 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市興業西路181~210號,11.1,3房/1廳/2衛,12 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市興業西路181~210號,11.1,3房/1廳/2衛,13 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市興業西路181~210號,11.1,3房/1廳/2衛,14 /共14層,51.22,9.28,--,7.2萬,366萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,6 /共14層,56.31,10.37,--,5.4萬,303萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.31,10.37,--,5.4萬,303萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.31,10.37,--,5.4萬,303萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.14,10.33,--,5.4萬,302萬
10412(實價),套房,嘉義市嘉義市小雅路181~210號,22.5,1房/1廳/1衛,6 /共16層,12.38,1.48,--,4.2萬,51萬
10412(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,22.6,3房/2廳/2衛,9 /共15層,38.47,6.56,--,6.5萬,250萬
10412(實價),住宅大樓,嘉義市嘉義市博東路151~180號,17.8,3房/2廳/2衛,21 /共22層,50.13,6.33,--,12萬,600萬
10412(實價),住宅大樓,嘉義市嘉義市博東路151~180號,17.8,3房/2廳/2衛,21 /共22層,51.56,6.57,--,11.9萬,612萬
10412(實價),純車位(含車位),嘉義市嘉義市博東路91~120號,17.8,0房/0廳/0衛,#NAME?,36.91,0.1,--,0萬,240萬
10412(實價),純土地,元段二小段1~30地號,--,0房/0廳/0衛,0 /共0層,--,20.72,--,17.4萬,360萬
10412(實價),透天厝,嘉義市嘉義市吳鳳南路521巷18弄1~30號,34.7,3房/2廳/2衛,1 /共3層,24.02,8.02,--,6.2萬,150萬
10412(實價),住宅大樓,嘉義市嘉義市八德路301~330號,21.1,3房/2廳/2衛,4 /共16層,38.87,4.12,--,10.2萬,395萬
10412(實價),住宅大樓,嘉義市嘉義市興達路481~510號,21.1,3房/2廳/2衛,4 /共16層,27.75,2.82,--,9萬,249萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,7房/3廳/5衛,1 /共5層,95.56,27.23,--,34.5萬,3298萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,6房/3廳/5衛,1 /共5層,99.99,27.23,--,25萬,2500萬
10412(實價),透天厝,嘉義市嘉義市文化路297巷1~30號,0.1,5房/3廳/4衛,1 /共4層,96.68,35.09,--,20.2萬,1950萬
10412(實價),透天厝,嘉義市嘉義市國華街271~300號,0.1,6房/3廳/5衛,1 /共5層,98.13,28.13,--,27.6萬,2710萬
10412(實價),透天厝,嘉義市嘉義市文化路297巷1~30號,0.1,6房/3廳/5衛,1 /共5層,113.15,32.37,--,22.5萬,2550萬
10412(實價),透天厝,嘉義市嘉義市國華街271~300號,0.1,7房/3廳/5衛,1 /共5層,102.77,27.53,--,25.2萬,2588萬
10412(實價),透天厝,嘉義市嘉義市文化路297巷1~30號,0.1,6房/3廳/5衛,1 /共5層,113.32,32.37,--,22.5萬,2550萬
10412(實價),透天厝,嘉義市嘉義市文化路297巷1~30號,0.1,5房/3廳/4衛,1 /共4層,87.92,30.86,--,23萬,2020萬
10412(實價),透天厝,嘉義市嘉義市國華街271~300號,0.1,6房/3廳/5衛,1 /共5層,113.62,37.51,--,25萬,2845萬
10412(實價),透天厝,嘉義市嘉義市文化路297巷1~30號,0.1,5房/3廳/4衛,1 /共4層,93.32,32.07,--,21.4萬,2000萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,6房/3廳/5衛,1 /共5層,91.88,26.02,--,26.1萬,2398萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,6房/3廳/5衛,1 /共5層,90.75,25.71,--,26.3萬,2388萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,6房/3廳/5衛,1 /共5層,93.69,26.92,--,25.4萬,2380萬
10412(實價),透天厝,嘉義市嘉義市文化路297巷1~30號,0.1,5房/3廳/3衛,1 /共4層,98.54,32.97,--,21.3萬,2100萬
10412(實價),透天厝,嘉義市嘉義市文化路297巷1~30號,0.1,5房/3廳/4衛,1 /共4層,97.97,38.72,--,23.2萬,2270萬
10412(實價),透天厝,嘉義市嘉義市文化路297巷1~30號,0.1,5房/3廳/4衛,1 /共4層,98.48,34.18,--,21.2萬,2090萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,7房/3廳/5衛,1 /共5層,98.67,28.13,--,29.9萬,2950萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,6房/3廳/5衛,1 /共5層,93.65,27.23,--,26.7萬,2500萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,6房/3廳/5衛,1 /共5層,90.75,25.71,--,28.2萬,2560萬
10412(實價),透天厝,嘉義市嘉義市國華街301~330號,0.1,6房/3廳/5衛,1 /共5層,98.01,26.02,--,25.5萬,2500萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市志昇街31~60號,11.1,3房/2廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市彌陀路181~210號,22.3,3房/1廳/2衛,10 /共12層,37.89,5.83,--,10.3萬,390萬
10412(實價),透天厝,嘉義市嘉義市安東一街31~60號,21.8,6房/3廳/4衛,1 /共5層,72.23,22.08,--,8.3萬,602萬
10412(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,22.6,2房/1廳/1衛,14 /共15層,27.98,4.55,--,6萬,168萬
10412(實價),透天厝,嘉義市嘉義市保安一路348巷31~60號,3.8,4房/2廳/3衛,1 /共4層,47.74,28.58,--,18.4萬,880萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街31~60號,11.1,3房/2廳/2衛,1 /共14層,55.55,11.43,--,6.1萬,338萬
10412(實價),透天厝,嘉義市嘉義市南京路20巷1~30號,20.7,6房/3廳/5衛,1 /共5層,79.9,17.85,--,8萬,636萬
10412(實價),透天厝,嘉義市嘉義市蘭州四街151~180號,28.3,5房/2廳/3衛,1 /共2層,46.3,39.33,--,22.2萬,1030萬
10412(實價),純土地,車店段61~90地號,--,0房/0廳/0衛,0 /共0層,--,11.43,--,19.5萬,223萬
10412(實價),住宅大樓,嘉義市嘉義市志昇路1~30號,11.1,3房/2廳/2衛,12 /共14層,55.55,0,--,2.1萬,115萬
10412(實價),透天厝(含車位),嘉義市嘉義市後驛街151~180號,0.1,5房/2廳/4衛,1 /共4層,61.49,30.27,--,20.1萬,1238萬
10412(實價),透天厝(含車位),嘉義市嘉義市後驛街151~180號,0.1,5房/3廳/4衛,1 /共4層,61.49,30.27,--,20.5萬,1258萬
10412(實價),透天厝(含車位),嘉義市嘉義市後驛街181~210號,0.1,5房/2廳/4衛,1 /共4層,82.43,40.84,--,18.2萬,1500萬
10412(實價),透天厝(含車位),嘉義市嘉義市後驛街181~210號,0.1,5房/2廳/4衛,1 /共4層,62.76,32.08,--,20.4萬,1278萬
10412(實價),透天厝(含車位),嘉義市嘉義市後驛街181~210號,0.1,5房/2廳/4衛,1 /共4層,63.51,34.02,--,23萬,1458萬
10412(實價),透天厝(含車位),嘉義市嘉義市後驛街151~180號,0.1,5房/2廳/4衛,1 /共4層,62.45,32.54,--,20.6萬,1288萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市志昇街91~120號,11.1,3房/2廳/2衛,8 /共14層,56.58,8.95,--,9.2萬,520萬
10412(實價),純土地,遠東段361~390地號,--,0房/0廳/0衛,0 /共0層,--,102.25,--,2.3萬,238萬
10412(實價),華廈,嘉義市嘉義市五福街61~90號,23.1,3房/1廳/2衛,4 /共7層,34.36,7.2,--,9.2萬,315萬
10412(實價),套房,嘉義市嘉義市興業東路271~300號,22.6,1房/1廳/1衛,7 /共7層,14.44,2.76,--,10.4萬,150萬
10412(實價),華廈,嘉義市嘉義市永福三街1~30號,24.4,2房/1廳/2衛,2 /共6層,37.72,8.04,--,7.2萬,270萬
10412(實價),住宅大樓,嘉義市嘉義市和平路241~270號,22.2,2房/2廳/1衛,4 /共14層,24.41,2.89,--,9.6萬,235萬
10412(實價),透天厝,嘉義市嘉義市大雅路一段368巷66弄31~60號,20,6房/1廳/3衛,1 /共4層,72.2,31.87,--,9萬,650萬
10412(實價),透天厝,嘉義市嘉義市新民路721~750號,36.6,0房/0廳/0衛,1 /共2層,30.31,24.2,--,41.2萬,1250萬
10412(實價),透天厝,嘉義市嘉義市西區民生南路391~420號,47.6,1房/1廳/1衛,1 /共1層,16.07,41.44,--,56.6萬,910萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市志昇街91~120號,11.1,3房/2廳/2衛,2 /共14層,60.92,13.48,--,8.6萬,525萬
10412(實價),純土地,元段五小段121~150地號,--,0房/0廳/0衛,0 /共0層,--,11.29,--,32.8萬,370萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市八德路301~330號,21.4,3房/2廳/2衛,9 /共12層,33.55,3.04,--,9.5萬,320萬
10412(實價),華廈(含車位),嘉義市嘉義市自強街195巷31~60號,20.2,4房/1廳/2衛,7 /共8層,47.28,5.96,--,7.4萬,350萬
10412(實價),純土地,竹圍子段181~210地號,--,0房/0廳/0衛,0 /共0層,--,1082.95,--,8.5萬,9200萬
10412(實價),純土地,竹村段901~930地號,--,0房/0廳/0衛,0 /共0層,--,42.5,--,7.8萬,332萬
10412(實價),透天厝,嘉義市嘉義市吳鳳南路621巷1~30號,38.8,4房/2廳/3衛,1 /共2層,31.13,25.71,--,18萬,560萬
10412(實價),透天厝,嘉義市嘉義市宣信街35巷1~30號,20.2,4房/2廳/3衛,1 /共4層,71.66,28.59,--,8.4萬,600萬
